AMG GW&K; Municipal Bond Fund Service Class ,(GWMSX),+2.47%,Year-to-Date,Muni national interm,Style or Category,Above Average,Morningstar Risk Rating™
AMG GW&K; Municipal Enhanced Yield Fund Institutional Class ,(GWMEX),+5.56%,Year-to-Date,High yield muni,Style or Category,High,Morningstar Risk Rating™
AMG GW&K; Municipal Enhanced Yield Fund Investor Class ,(GWMNX),+5.56%,Year-to-Date,High yield muni,Style or Category,High,Morningstar Risk Rating™
AMG GW&K; Municipal Enhanced Yield Fund Service Class ,(GWMRX),+5.55%,Year-to-Date,High yield muni,Style or Category,High,Morningstar Risk Rating™
AMG GW&K; Small Cap Core Fund Institutional Class ,(GWEIX),+13.29%,Year-to-Date,Small growth,Style or Category,Low,Morningstar Risk Rating™
AMG GW&K; Small Cap Core Fund Investor Class ,(GWETX),+12.98%,Year-to-Date,Small growth,Style or Category,Low,Morningstar Risk Rating™
AMG GW&K; Small Cap Core Fund Service Class ,(GWESX),+13.25%,Year-to-Date,Small growth,Style or Category,Low,Morningstar Risk Rating™
AMG GW&K; Small Cap Growth Fund Institutional Class ,(GWGIX),+7.16%,Year-to-Date,Small growth,Style or Category,--,Morningstar Risk Rating™
AMG Managers Essex Small/Micro Cap Growth Fund Investor Class ,(MBRSX),+8.22%,Year-to-Date,Small growth,Style or Category,High,Morningstar Risk Rating™
AMG Managers Skyline Special Equities Fund ,(SKSEX),+6.78%,Year-to-Date,Small blend,Style or Category,Above Average,Morningstar Risk Rating™
AMG Renaissance International Equity Fund Institutional Class ,(RIELX),+3.48%,Year-to-Date,Foreign large blend,Style or Category,--,Morningstar Risk Rating™
AMG Renaissance International Equity Fund Investor Class ,(RIEIX),+3.03%,Year-to-Date,Foreign large blend,Style or Category,--,Morningstar Risk Rating™
AMG Renaissance International Equity Fund Service Class ,(RIESX),+3.36%,Year-to-Date,Foreign large blend,Style or Category,--,Morningstar Risk Rating™
AMG Renaissance Large Cap Growth Fund Institutional Class ,(MRLIX),+2.99%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
AMG Renaissance Large Cap Growth Fund Investor Class ,(MRLTX),+2.61%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
AMG Renaissance Large Cap Growth Fund Service Class ,(MRLSX),+2.78%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
AMG Southernsun Global Opportunities Fund Investor Class ,(SSOLX),--,Year-to-Date,World stock,Style or Category,--,Morningstar Risk Rating™
AMG Southernsun Global Opportunities Fund Institutional Class ,(SSOVX),--,Year-to-Date,World stock,Style or Category,--,Morningstar Risk Rating™
AMG SouthernSun Small Cap Fund Institutional Class ,(SSSIX),+13.34%,Year-to-Date,Small blend,Style or Category,High,Morningstar Risk Rating™
AMG SouthernSun Small Cap Fund Investor Shares ,(SSSFX),+13.19%,Year-to-Date,Small blend,Style or Category,High,Morningstar Risk Rating™
AMG SouthernSun U.S. Equity Fund Class C Shares ,(SSECX),+12.07%,Year-to-Date,Mid-cap blend,Style or Category,High,Morningstar Risk Rating™
AMG SouthernSun U.S. Equity Fund Institutional Shares ,(SSEIX),+12.77%,Year-to-Date,Mid-cap blend,Style or Category,High,Morningstar Risk Rating™
AMG SouthernSun U.S. Equity Fund Investor Shares ,(SSEFX),+12.61%,Year-to-Date,Mid-cap blend,Style or Category,High,Morningstar Risk Rating™
AMG Systematic Large Cap Value Fund Institutional Class ,(MSYSX),+2.96%,Year-to-Date,Large value,Style or Category,Above Average,Morningstar Risk Rating™
AMG Systematic Large Cap Value Fund Investor Class ,(MSYAX),+2.75%,Year-to-Date,Large value,Style or Category,Above Average,Morningstar Risk Rating™
AMG Systematic Mid Cap Value Fund Institutional Class ,(SYIMX),+7.99%,Year-to-Date,Mid-cap value,Style or Category,Above Average,Morningstar Risk Rating™
AMG Systematic Mid Cap Value Fund Investor Class ,(SYAMX),+7.74%,Year-to-Date,Mid-cap value,Style or Category,Above Average,Morningstar Risk Rating™
AMG Systematic Mid Cap Value Fund Service Class ,(SYCSX),+7.92%,Year-to-Date,Mid-cap value,Style or Category,Above Average,Morningstar Risk Rating™
AMG TimesSquare International Small Cap Fund Institutional Class ,(TCMIX),+7.64%,Year-to-Date,Foreign small/mid growth,Style or Category,Average,Morningstar Risk Rating™
AMG TimesSquare International Small Cap Fund Premier Class ,(TCMPX),+7.43%,Year-to-Date,Foreign small/mid growth,Style or Category,Average,Morningstar Risk Rating™
AMG TimesSquare Mid Cap Growth Fund Institutional Class ,(TMDIX),+7.44%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
AMG TimesSquare Mid Cap Growth Fund Premier Class ,(TMDPX),+7.23%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
AMG TimesSquare Small Cap Growth Fund Institutional Class ,(TSCIX),+6.80%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
AMG TimesSquare Small Cap Growth Fund Premier Class ,(TSCPX),+6.60%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
AMG Trilogy Emerging Markets Equity Fund Institutional Class ,(TLEIX),+19.88%,Year-to-Date,Diversified emerging mkts,Style or Category,Average,Morningstar Risk Rating™
AMG Trilogy Emerging Markets Equity Fund Investor Class ,(TLEVX),+19.38%,Year-to-Date,Diversified emerging mkts,Style or Category,Above Average,Morningstar Risk Rating™
AMG Trilogy Emerging Markets Equity Fund Service Class ,(TLESX),+19.76%,Year-to-Date,Diversified emerging mkts,Style or Category,Average,Morningstar Risk Rating™
AMG Trilogy Emerging Wealth Equity Fund Institutional Class ,(TYWIX),+14.92%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AMG Trilogy Emerging Wealth Equity Fund Investor Class ,(TYWVX),+14.68%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AMG Trilogy Emerging Wealth Equity Fund Service Class ,(TYWSX),+14.81%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AMG Trilogy Global Equity Fund Institutional Class ,(TLGIX),+2.35%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AMG Trilogy Global Equity Fund Investor Class ,(TLGVX),+2.01%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AMG Trilogy Global Equity Fund Service Class ,(TLGSX),+2.24%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AMG Trilogy International Small Cap Fund Institutional Class ,(TLSIX),-0.21%,Year-to-Date,Foreign small/mid blend,Style or Category,High,Morningstar Risk Rating™
AMG Trilogy International Small Cap Investor ,(TLSVX),-0.63%,Year-to-Date,Foreign small/mid blend,Style or Category,High,Morningstar Risk Rating™
AMG Trilogy International Small Cap Fund Service Class ,(TLSSX),-0.21%,Year-to-Date,Foreign small/mid blend,Style or Category,High,Morningstar Risk Rating™
AMG Yacktman Focused Fund Institutional Class ,(YAFIX),+9.57%,Year-to-Date,Large blend,Style or Category,Low,Morningstar Risk Rating™
AMG Yacktman Focused Fund Service Class ,(YAFFX),+9.46%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
AMG Yacktman Fund Service Class ,(YACKX),+8.53%,Year-to-Date,Large blend,Style or Category,Low,Morningstar Risk Rating™
AMG Yacktman Special Opportunities Fund Institutional Class ,(YASLX),+17.68%,Year-to-Date,World stock,Style or Category,--,Morningstar Risk Rating™
AMG Yacktman Special Opportunities Fund Service Class ,(YASSX),+17.70%,Year-to-Date,World stock,Style or Category,--,Morningstar Risk Rating™
AMIDEX35 Israel Fund Class A ,(AMDAX),-6.37%,Year-to-Date,Miscellaneous region,Style or Category,Average,Morningstar Risk Rating™
AMIDEX35 Israel Fund Class C ,(AMDCX),-6.92%,Year-to-Date,Miscellaneous region,Style or Category,Average,Morningstar Risk Rating™
AMIDEX35 Israel Mutual Fund ,(AMDEX),-6.41%,Year-to-Date,Miscellaneous region,Style or Category,Average,Morningstar Risk Rating™
Fallen Angels Income Fund ,(FAINX),+8.49%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Below Average,Morningstar Risk Rating™
Ancora Income Fund Class C ,(ANICX),+4.84%,Year-to-Date,Multisector bond,Style or Category,Average,Morningstar Risk Rating™
Ancora Income Fund Class I ,(AAIIX),+5.15%,Year-to-Date,Multisector bond,Style or Category,Average,Morningstar Risk Rating™
Ancora MicroCap Fund Class C ,(ANCCX),+8.33%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
Ancora MicroCap Fund Class I ,(ANCIX),+8.93%,Year-to-Date,Small value,Style or Category,Average,Morningstar Risk Rating™
Ancora Special Opportunity Fund Class C ,(ANSCX),+13.31%,Year-to-Date,Small value,Style or Category,Below Average,Morningstar Risk Rating™
Ancora Special Opportunity Fund Class I ,(ANSIX),+13.73%,Year-to-Date,Small value,Style or Category,Below Average,Morningstar Risk Rating™
Ancora/Thelen Small-Mid Cap Fund Class C ,(AATCX),+10.30%,Year-to-Date,Small blend,Style or Category,Below Average,Morningstar Risk Rating™
Ancora/Thelen Small-Mid Cap Fund Class I ,(AATIX),+10.95%,Year-to-Date,Small blend,Style or Category,Below Average,Morningstar Risk Rating™
Ancora/Thelen Small-Mid Cap Fund Class S ,(AATSX),+11.20%,Year-to-Date,Small blend,Style or Category,Below Average,Morningstar Risk Rating™
Angel Oak Flexible Income Fund Class A ,(ANFLX),-5.75%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
Angel Oak Flexible Income Fund Class C ,(AFLCX),-5.96%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
Angel Oak Flexible Income Fund Institutional Class ,(ANFIX),-5.75%,Year-to-Date,Multisector bond,Style or Category,--,Morningstar Risk Rating™
Angel Oak High Yield Opportunities Fund Class A ,(ANHAX),+8.36%,Year-to-Date,High yield bond,Style or Category,Average,Morningstar Risk Rating™
Angel Oak High Yield Opportunities Fund Class Institutional ,(ANHIX),+8.29%,Year-to-Date,High yield bond,Style or Category,Below Average,Morningstar Risk Rating™
Angel Oak Multi-Strategy Income Fund A Shares ,(ANGLX),-2.52%,Year-to-Date,Multisector bond,Style or Category,Average,Morningstar Risk Rating™
Angel Oak Multi-Strategy Income Fund Class C ,(ANGCX),-2.79%,Year-to-Date,Multisector bond,Style or Category,Average,Morningstar Risk Rating™
Angel Oak Multi-Strategy Income Fund Institutional Shares ,(ANGIX),-2.61%,Year-to-Date,Multisector bond,Style or Category,Below Average,Morningstar Risk Rating™
AQR Diversified Arbitrage Fund Class I ,(ADAIX),+3.59%,Year-to-Date,Market neutral,Style or Category,Below Average,Morningstar Risk Rating™
AQR Diversified Arbitrage Fund Class N ,(ADANX),+3.26%,Year-to-Date,Market neutral,Style or Category,Below Average,Morningstar Risk Rating™
AQR Diversified Arbitrage Fund Class R6 ,(QDARX),+3.59%,Year-to-Date,Market neutral,Style or Category,Below Average,Morningstar Risk Rating™
AQR Emerging Defensive Style Fund Class I ,(AZEIX),+13.34%,Year-to-Date,Diversified emerging mkts,Style or Category,Below Average,Morningstar Risk Rating™
AQR Emerging Defensive Style Fund Class N ,(AZENX),+13.15%,Year-to-Date,Diversified emerging mkts,Style or Category,Below Average,Morningstar Risk Rating™
AQR Emerging Defensive Style Fund Class R6 ,(AZERX),+13.39%,Year-to-Date,Diversified emerging mkts,Style or Category,Below Average,Morningstar Risk Rating™
AQR Emerging Momentum Style Fund Class I ,(QEMLX),+10.35%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Emerging Momentum Style Fund Class N ,(QEMNX),+10.10%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Emerging Momentum Style Fund Class R6 ,(QEMRX),+10.47%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Emerging Multi-Style Fund Class I ,(QEELX),+14.20%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Emerging Multi-Style Fund Class N ,(QEENX),+14.07%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Emerging Multi-Style Fund Class R6 ,(QECRX),+14.30%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR Equity Market Neutral Fund Class I ,(QMNIX),+0.96%,Year-to-Date,Market neutral,Style or Category,--,Morningstar Risk Rating™
AQR Equity Market Neutral Fund Class N ,(QMNNX),+0.70%,Year-to-Date,Market neutral,Style or Category,--,Morningstar Risk Rating™
AQR Equity Market Neutral Fund Class R6 ,(QMNRX),+0.96%,Year-to-Date,Market neutral,Style or Category,--,Morningstar Risk Rating™
AQR Global Equity Fund Class I ,(AQGIX),+6.23%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AQR Global Equity Fund Class N ,(AQGNX),+6.12%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AQR Global Equity Fund Class R6 ,(AQGRX),+6.44%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
AQR Global Macro Fund Class I ,(QGMIX),-0.21%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Global Macro Fund Class N ,(QGMNX),-0.31%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Global Macro Fund Class R6 ,(QGMRX),-0.10%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR International Defensive Style Fund Class I ,(ANDIX),+9.04%,Year-to-Date,Foreign large blend,Style or Category,Low,Morningstar Risk Rating™
AQR International Defensive Style Fund Class N ,(ANDNX),+8.89%,Year-to-Date,Foreign large blend,Style or Category,Low,Morningstar Risk Rating™
AQR International Defensive Style Fund Class R6 ,(ANDRX),+9.15%,Year-to-Date,Foreign large blend,Style or Category,Low,Morningstar Risk Rating™
AQR International Equity Fund Class I ,(AQIIX),+5.97%,Year-to-Date,Foreign large blend,Style or Category,Average,Morningstar Risk Rating™
AQR International Equity Fund Class N ,(AQINX),+5.76%,Year-to-Date,Foreign large blend,Style or Category,Average,Morningstar Risk Rating™
AQR International Equity Fund Class R6 ,(AQIRX),+6.03%,Year-to-Date,Foreign large blend,Style or Category,Average,Morningstar Risk Rating™
AQR International Momentum Style Fund Class I ,(AIMOX),+2.13%,Year-to-Date,Foreign large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR International Momentum Style Fund Class N ,(AIONX),+1.98%,Year-to-Date,Foreign large growth,Style or Category,Low,Morningstar Risk Rating™
AQR International Momentum Style Fund Class R6 ,(QIORX),+2.13%,Year-to-Date,Foreign large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR International Multi-Style Fund Class I ,(QICLX),-1.99%,Year-to-Date,Foreign large value,Style or Category,Average,Morningstar Risk Rating™
AQR International Multi-Style Fund Class N ,(QICNX),-2.18%,Year-to-Date,Foreign large value,Style or Category,Average,Morningstar Risk Rating™
AQR International Multi-Style Fund Class R6 ,(QICRX),-1.90%,Year-to-Date,Foreign large value,Style or Category,Average,Morningstar Risk Rating™
AQR Large Cap Defensive Style Fund Class I ,(AUEIX),+9.24%,Year-to-Date,Large blend,Style or Category,Low,Morningstar Risk Rating™
AQR Large Cap Defensive Style Fund Class N ,(AUENX),+9.10%,Year-to-Date,Large blend,Style or Category,Low,Morningstar Risk Rating™
AQR Large Cap Defensive Style Fund Class R6 ,(QUERX),+9.32%,Year-to-Date,Large blend,Style or Category,Low,Morningstar Risk Rating™
AQR Large Cap Momentum Style Fund Class I ,(AMOMX),+4.69%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR Large Cap Momentum Style Fund Class N ,(AMONX),+4.48%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR Large Cap Momentum Style Fund Class R6 ,(QMORX),+4.80%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR Large Cap Multi-Style Fund Class I ,(QCELX),+2.33%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
AQR Large Cap Multi-Style Fund Class N ,(QCENX),+2.19%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
AQR Large Cap Multi-Style Fund Class R6 ,(QCERX),+2.40%,Year-to-Date,Large blend,Style or Category,Above Average,Morningstar Risk Rating™
AQR Long-Short Equity Fund Class I ,(QLEIX),+5.94%,Year-to-Date,Long-short equity,Style or Category,Average,Morningstar Risk Rating™
AQR Long-Short Equity Fund Class N ,(QLENX),+5.80%,Year-to-Date,Long-short equity,Style or Category,Average,Morningstar Risk Rating™
AQR Long-Short Equity Fund Class R6 ,(QLERX),+6.02%,Year-to-Date,Long-short equity,Style or Category,Average,Morningstar Risk Rating™
AQR Managed Futures Strategy Fund Class I ,(AQMIX),+0.79%,Year-to-Date,Managed futures,Style or Category,Above Average,Morningstar Risk Rating™
AQR Managed Futures Strategy Fund Class N ,(AQMNX),+0.59%,Year-to-Date,Managed futures,Style or Category,Above Average,Morningstar Risk Rating™
AQR Managed Futures Strategy Fund Class R6 ,(AQMRX),+0.79%,Year-to-Date,Managed futures,Style or Category,Above Average,Morningstar Risk Rating™
AQR Managed Futures Strategy HV Fund Class I ,(QMHIX),+0.09%,Year-to-Date,Managed futures,Style or Category,Above Average,Morningstar Risk Rating™
AQR Managed Futures Strategy HV Fund Class N ,(QMHNX),-0.09%,Year-to-Date,Managed futures,Style or Category,High,Morningstar Risk Rating™
AQR Managed Futures Strategy HV Fund Class R6 ,(QMHRX),+0.19%,Year-to-Date,Managed futures,Style or Category,Above Average,Morningstar Risk Rating™
AQR Multi-Strategy Alternative Fund Class I ,(ASAIX),-1.13%,Year-to-Date,Multialternative,Style or Category,Average,Morningstar Risk Rating™
AQR Multi-Strategy Alternative Fund Class N ,(ASANX),-1.33%,Year-to-Date,Multialternative,Style or Category,Average,Morningstar Risk Rating™
AQR Multi-Strategy Alternative Fund Class R6 ,(QSARX),-1.13%,Year-to-Date,Multialternative,Style or Category,Average,Morningstar Risk Rating™
AQR Risk Parity Fund Class I ,(AQRIX),+13.09%,Year-to-Date,Tactical allocation,Style or Category,Above Average,Morningstar Risk Rating™
AQR Risk Parity Fund Class N ,(AQRNX),+12.78%,Year-to-Date,Tactical allocation,Style or Category,Above Average,Morningstar Risk Rating™
AQR Risk Parity Fund Class R6 ,(AQRRX),+13.08%,Year-to-Date,Tactical allocation,Style or Category,Average,Morningstar Risk Rating™
AQR Risk Parity II HV Fund Class I ,(QRHIX),+16.82%,Year-to-Date,Tactical allocation,Style or Category,High,Morningstar Risk Rating™
AQR Risk Parity II HV Fund Class N ,(QRHNX),+16.54%,Year-to-Date,Tactical allocation,Style or Category,High,Morningstar Risk Rating™
AQR Risk Parity II HV Fund Class R6 ,(QRHRX),+16.97%,Year-to-Date,Tactical allocation,Style or Category,High,Morningstar Risk Rating™
AQR Risk Parity II MV Fund Class I ,(QRMIX),+12.22%,Year-to-Date,Tactical allocation,Style or Category,Average,Morningstar Risk Rating™
AQR Risk Parity II MV Fund Class N ,(QRMNX),+11.90%,Year-to-Date,Tactical allocation,Style or Category,Average,Morningstar Risk Rating™
AQR Risk Parity II MV Fund Class R6 ,(QRMRX),+12.22%,Year-to-Date,Tactical allocation,Style or Category,Average,Morningstar Risk Rating™
AQR Risk-Balanced Commodities Strategy Fund Class I ,(ARCIX),+18.33%,Year-to-Date,Commodities broad basket,Style or Category,Above Average,Morningstar Risk Rating™
AQR Risk-Balanced Commodities Strategy Fund Class N ,(ARCNX),+17.95%,Year-to-Date,Commodities broad basket,Style or Category,Above Average,Morningstar Risk Rating™
AQR Risk-Balanced Commodities Strategy Fund Class R6 ,(QRCRX),+18.29%,Year-to-Date,Commodities broad basket,Style or Category,Above Average,Morningstar Risk Rating™
AQR Small Cap Momentum Style Fund Class I ,(ASMOX),+7.88%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
AQR Small Cap Momentum Style Fund Class N ,(ASMNX),+7.76%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
AQR Small Cap Momentum Style Fund Class R6 ,(QSMRX),+7.94%,Year-to-Date,Small growth,Style or Category,Above Average,Morningstar Risk Rating™
AQR Small Cap Multi-Style Fund Class I ,(QSMLX),+12.43%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
AQR Small Cap Multi-Style Fund Class N ,(QSMNX),+12.22%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
AQR Small Cap Multi-Style Fund Class R6 ,(QSERX),+12.50%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
AQR Style Premia Alternative Fund Class I ,(QSPIX),-1.58%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Style Premia Alternative Fund Class N ,(QSPNX),-1.87%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Style Premia Alternative Fund Class R6 ,(QSPRX),-1.58%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Style Premia Alternative LV Fund Class I ,(QSLIX),0.00%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Style Premia Alternative LV Fund Class N ,(QSLNX),-0.29%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR Style Premia Alternative LV Fund Class R6 ,(QSLRX),0.00%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
AQR TM Emerging Multi-Style Fund Class I ,(QTELX),+14.74%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR TM Emerging Multi-Style Fund Class N ,(QTENX),+14.46%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR TM Emerging Multi-Style Fund Class R6 ,(QTERX),+14.86%,Year-to-Date,Diversified emerging mkts,Style or Category,--,Morningstar Risk Rating™
AQR TM International Momentum Style Fund Class I ,(ATIMX),+1.82%,Year-to-Date,Foreign large growth,Style or Category,Low,Morningstar Risk Rating™
AQR TM International Momentum Style Fund Class N ,(ATNNX),+1.65%,Year-to-Date,Foreign large growth,Style or Category,Low,Morningstar Risk Rating™
AQR TM International Momentum Style Fund Class R6 ,(QTIRX),+1.90%,Year-to-Date,Foreign large growth,Style or Category,Low,Morningstar Risk Rating™
AQR TM International Multi-Style Fund Class I ,(QIMLX),-1.45%,Year-to-Date,Foreign large value,Style or Category,--,Morningstar Risk Rating™
AQR TM International Multi-Style Fund Class N ,(QIMNX),-1.65%,Year-to-Date,Foreign large value,Style or Category,--,Morningstar Risk Rating™
AQR TM International Multi-Style Fund Class R6 ,(QIMRX),-1.34%,Year-to-Date,Foreign large value,Style or Category,--,Morningstar Risk Rating™
AQR TM Large Cap Momentum Style Fund Class I ,(ATMOX),+3.59%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR TM Large Cap Momentum Style Fund Class N ,(ATMNX),+3.47%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR TM Large Cap Momentum Style Fund Class R6 ,(QTMRX),+3.65%,Year-to-Date,Large growth,Style or Category,Below Average,Morningstar Risk Rating™
AQR TM Large Cap Multi-Style Fund Class I ,(QTLLX),+2.03%,Year-to-Date,Large blend,Style or Category,--,Morningstar Risk Rating™
AQR TM Large Cap Multi-Style Fund Class N ,(QTLNX),+1.83%,Year-to-Date,Large blend,Style or Category,--,Morningstar Risk Rating™
AQR TM Large Cap Multi-Style Fund Class R6 ,(QTLRX),+2.13%,Year-to-Date,Large blend,Style or Category,--,Morningstar Risk Rating™
AQR TM Small Cap Momentum Style Fund Class I ,(ATSMX),+7.19%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
AQR TM Small Cap Momentum Style Fund Class N ,(ATSNX),+7.01%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
AQR TM Small Cap Momentum Style Fund Class R6 ,(QTSRX),+7.20%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
AQR TM Small Cap Multi-Style Fund Class I ,(QSSLX),+11.55%,Year-to-Date,Small blend,Style or Category,--,Morningstar Risk Rating™
AQR TM Small Cap Multi-Style Fund Class N ,(QSSNX),+11.35%,Year-to-Date,Small blend,Style or Category,--,Morningstar Risk Rating™
AQR TM Small Cap Multi-Style Fund Class R6 ,(QSSRX),+11.65%,Year-to-Date,Small blend,Style or Category,--,Morningstar Risk Rating™
Aquila Three Peaks High Income Fund Class A ,(ATPAX),+1.67%,Year-to-Date,High yield bond,Style or Category,Low,Morningstar Risk Rating™
Aquila Three Peaks High Income Fund Class C ,(ATPCX),+1.67%,Year-to-Date,High yield bond,Style or Category,Low,Morningstar Risk Rating™
Aquila Three Peaks High Income Fund Class Institutional ,(ATIPX),+1.67%,Year-to-Date,High yield bond,Style or Category,Low,Morningstar Risk Rating™
Aquila Three Peaks High Income Fund Class Y ,(ATPYX),+1.79%,Year-to-Date,High yield bond,Style or Category,Low,Morningstar Risk Rating™
Aquila Three Peaks Opportunity Growth Fund Class A ,(ATGAX),+6.41%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
Aquila Three Peaks Opportunity Growth Fund Class C ,(ATGCX),+5.88%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
Aquila Three Peaks Opportunity Growth Fund Institutional Class ,(ATRIX),+6.49%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
Aquila Three Peaks Opportunity Growth Fund Class Y ,(ATGYX),+6.63%,Year-to-Date,Mid-cap growth,Style or Category,Below Average,Morningstar Risk Rating™
Aquila Churchill Tax Free Fund of Kentucky Class A ,(CHTFX),+0.55%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Churchill Tax Free Fund of Kentucky Class C ,(CHKCX),+0.46%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Churchill Tax Free Fund of Kentucky Class I ,(CHKIX),+0.46%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Churchill Tax Free Fund of Kentucky Class Y ,(CHKYX),+0.46%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Narragansett Tax-Free Income Fund Class A ,(NITFX),+1.67%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Narragansett Tax-Free Income Fund Class C ,(NITCX),+1.67%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Narragansett Tax-Free Income Fund Class Institutional ,(NITIX),+1.67%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Narragansett Tax-Free Income Fund Class Y ,(NITYX),+1.67%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Tax-Free Fund For Utah Class A ,(UTAHX),+1.53%,Year-to-Date,Muni single state interm,Style or Category,Above Average,Morningstar Risk Rating™
Aquila Tax-Free Fund For Utah Class C ,(UTACX),+1.53%,Year-to-Date,Muni single state interm,Style or Category,Above Average,Morningstar Risk Rating™
Aquila Tax-Free Fund For Utah Class Y ,(UTAYX),+1.62%,Year-to-Date,Muni single state interm,Style or Category,Above Average,Morningstar Risk Rating™
Aquila Tax-Free Fund of Colorado Class A ,(COTFX),+0.74%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
Aquila Tax-Free Fund of Colorado Class C ,(COTCX),+0.75%,Year-to-Date,Muni single state interm,Style or Category,Average,Morningstar Risk Rating™
